stream,target,cadence,offset,datatype,description,tags,url,uri,headers,payload,hook
Total_Separations_Trade_Transportation_and_Utilities - 1 month,observations[-1].value,2592000,0,float,Total Separations Trade Transportation and Utilities,"separation,trade",https://api.stlouisfed.org/fred/series/observations?series_id=JTS4000TSL&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=JTS4000TSL&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Total_Student_Loans - 1 month,observations[-1].value,2592000,0,float,Total Student Loans,loan,https://api.stlouisfed.org/fred/series/observations?series_id=STDSL&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=STDSL&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Total_Value_of_Issues_with_a_Maturity_Between_5_and_9_Days - 1 day,observations[-1].value,86400,0,float,Total Value of Issues with a Maturity Between 5 and 9 Days,,https://api.stlouisfed.org/fred/series/observations?series_id=AB59AAAMT&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=AB59AAAMT&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Trade_Balance_Goods_and_Services - 1 month,observations[-1].value,2592000,0,float,Trade Balance Goods and Services,trade,https://api.stlouisfed.org/fred/series/observations?series_id=USWTRADE&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=USWTRADE&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Trade_in_Goods_Balance - 1 month,observations[-1].value,2592000,0,float,Trade in Goods Balance,trade,https://api.stlouisfed.org/fred/series/observations?series_id=BOPGSTB&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=BOPGSTB&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Trade_in_Intellectual_Property - 1 month,observations[-1].value,2592000,0,float,Trade in Intellectual Property,trade,https://api.stlouisfed.org/fred/series/observations?series_id=BOPTIMP&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=BOPTIMP&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Trade_Weighted_U.S._Dollar_Index - 1 day( 5/week ),observations[-1].value,86400,0,float,Trade Weighted U.S. Dollar Index,trade,https://api.stlouisfed.org/fred/series/observations?series_id=DTWEXAFEGS&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=DTWEXAFEGS&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Trade_Weighted_U.S._Dollar_Index(Daily) - 1 day( 5/week ),observations[-1].value,86400,0,float,Trade Weighted U.S. Dollar Index(Daily),trade,https://api.stlouisfed.org/fred/series/observations?series_id=DTWEXAFEGS&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=DTWEXAFEGS&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Trade_Weighted_US_Dollar_Index - 1 day,observations[-1].value,86400,0,float,Trade Weighted US Dollar Index,trade,https://api.stlouisfed.org/fred/series/observations?series_id=DTWEXM&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=DTWEXM&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Trade_Weighted_US_Dollar_Index_Broad - 1 month,observations[-1].value,2592000,0,float,Trade Weighted US Dollar Index Broad,trade,https://api.stlouisfed.org/fred/series/observations?series_id=TWEXBMTH&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=TWEXBMTH&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Trade_Weighted_US_Dollar_Index_Broad_Goods - 1 day( 5/week ),observations[-1].value,86400,0,float,Trade Weighted US Dollar Index Broad Goods,trade,https://api.stlouisfed.org/fred/series/observations?series_id=DTWEXBGS&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=DTWEXBGS&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Trade_Weighted_US_Dollar_Index_Other_Important_Trading_Partners - 1 day( 5/week ),observations[-1].value,86400,0,float,Trade Weighted US Dollar Index Other Important Trading Partners,trade,https://api.stlouisfed.org/fred/series/observations?series_id=DTWEXO&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=DTWEXO&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Trade(% of GDP) - 1 yr,[1][0].value,31449600,0,float,Trade(% of GDP),GDP,https://api.worldbank.org/v2/country/WLD/indicator/NE.TRD.GNFS.ZS?format=json,,,,"def postRequestHook(response): return None if response.text == '' else next((float(item['value']) for item in reversed(sorted(response.json()[1], key=lambda x: x['date'])) if item['value'] is not None and str(item['value']).replace('.','').replace('-','').isdigit()), None)"
Transport_services - 1 yr,[1][0].value,31449600,0,float,Transport services,transport,https://api.worldbank.org/v2/country/WLD/indicator/BM.GSR.TRAN.ZS?format=json,,,,"def postRequestHook(response): return None if response.text == '' else next((float(item['value']) for item in reversed(sorted(response.json()[1], key=lambda x: x['date'])) if item['value'] is not None and str(item['value']).replace('.','').replace('-','').isdigit()), None)"
Transportation_Employment - 1 month,observations[-1].value,2592000,0,float,Transportation Employment,employment,https://api.stlouisfed.org/fred/series/observations?series_id=USTPU&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=USTPU&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Transportation_Services_Index - 1 month,observations[-1].value,2592000,0,float,Transportation Services Index,transport,https://api.stlouisfed.org/fred/series/observations?series_id=TSIFRGHT&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=TSIFRGHT&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Treasury_Securities_Sold_by_the_Federal_Reserve_in_the_Temporary_Open_Market_Operations - 1 day( 5/week ),observations[-1].value,86400,0,float,Treasury Securities Sold by the Federal Reserve in the Temporary Open Market Operations,treasury,https://api.stlouisfed.org/fred/series/observations?series_id=RRPONTSYAWARD&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=RRPONTSYAWARD&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Trimmed_Mean_PCE_Inflation_Rate - 1 month,observations[-1].value,2592000,0,float,Trimmed Mean PCE Inflation Rate,inflation,https://api.stlouisfed.org/fred/series/observations?series_id=PCETRIM12M159SFRBDAL&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=PCETRIM12M159SFRBDAL&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Truck_Tonnage_Index - 1 month,observations[-1].value,2592000,0,float,Truck Tonnage Index,,https://api.stlouisfed.org/fred/series/observations?series_id=TRUCKD11&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=TRUCKD11&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
U_S_Bank_Net_Interest_Margin - 3 months,observations[-1].value,7776000,0,float,U S Bank Net Interest Margin,banks,https://api.stlouisfed.org/fred/series/observations?series_id=USNIM&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=USNIM&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
U_S_Bank_Return_on_Assets - 3 months,observations[-1].value,7776000,0,float,U S Bank Return on Assets,banks,https://api.stlouisfed.org/fred/series/observations?series_id=USROA&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=USROA&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
U_S_Bank_Return_on_Equity - 3 months,observations[-1].value,7776000,0,float,U S Bank Return on Equity,banks,https://api.stlouisfed.org/fred/series/observations?series_id=USROE&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=USROE&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
U_S_Government_Securities_at_Banks - 1 month,observations[-1].value,2592000,0,float,U S Government Securities at Banks,government,https://api.stlouisfed.org/fred/series/observations?series_id=USGSEC&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=USGSEC&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Under_5_mortality_rate - 1 yr,[1][0].value,31449600,0,float,Under 5 mortality rate,rate,https://api.worldbank.org/v2/country/WLD/indicator/SH.DYN.MORT?format=json,,,,"def postRequestHook(response): return None if response.text == '' else next((float(item['value']) for item in reversed(sorted(response.json()[1], key=lambda x: x['date'])) if item['value'] is not None and str(item['value']).replace('.','').replace('-','').isdigit()), None)"
Under_Construction_Rate - 1 month,observations[-1].value,2592000,0,float,Under Construction Rate,construction,https://api.stlouisfed.org/fred/series/observations?series_id=UNDCONTSA&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=UNDCONTSA&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Unemployed - 1 month,observations[-1].value,2592000,0,float,Unemployed,unemployment,https://api.stlouisfed.org/fred/series/observations?series_id=UNEMPLOY&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=UNEMPLOY&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Unemployment_Rate - 1 month,observations[-1].value,2592000,0,float,Unemployment Rate,unemployment,https://api.stlouisfed.org/fred/series/observations?series_id=TXUR&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=TXUR&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Unemployment_Rate_16_to_17_Years - 1 month,observations[-1].value,2592000,0,float,Unemployment Rate 16 to 17 Years,unemployment,https://api.stlouisfed.org/fred/series/observations?series_id=LNS14024230&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=LNS14024230&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Unemployment_Rate_18_to_19_Years - 1 month,observations[-1].value,2592000,0,float,Unemployment Rate 18 to 19 Years,unemployment,https://api.stlouisfed.org/fred/series/observations?series_id=LNS14024887&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=LNS14024887&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Unemployment_Rate_20_to_24_years - 1 month,observations[-1].value,2592000,0,float,Unemployment Rate 20 to 24 years,unemployment,https://api.stlouisfed.org/fred/series/observations?series_id=LNS14000024&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=LNS14000024&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
