stream,target,cadence,offset,datatype,description,tags,url,uri,headers,payload,hook
Vermont_Average_Electricity_Price - 1 month,response.data[0].price,2592000,0,float,Vermont Average Electricity Price,"PRICE,electricity",https://api.eia.gov//v2//seriesid//ELEC.PRICE.VT-ALL.M,https://api.eia.gov//v2//seriesid//ELEC.PRICE.VT-ALL.M?api_key=wxFRLAoaTMQ9Ra7NvakhNKSxxstutZsG28nuerWR,,,
Vermont_Biomass_Generation - 1 month,response.data[0].generation,2592000,0,float,Vermont Biomass Generation,"electricity,biomass",https://api.eia.gov//v2//seriesid//ELEC.GEN.BIO-VT-98.M,https://api.eia.gov//v2//seriesid//ELEC.GEN.BIO-VT-98.M?api_key=wxFRLAoaTMQ9Ra7NvakhNKSxxstutZsG28nuerWR,,,
Vermont_Coal_Consumption - 1 yr,response.data[0].value,31449600,0,float,Vermont Coal Consumption,COAL,https://api.eia.gov//v2//seriesid//SEDS.CLCCB.VT.A,https://api.eia.gov//v2//seriesid//SEDS.CLCCB.VT.A?api_key=wxFRLAoaTMQ9Ra7NvakhNKSxxstutZsG28nuerWR,,,
Vermont_Commercial_Electricity_Price - 1 month,response.data[0].price,2592000,0,float,Vermont Commercial Electricity Price,"PRICE,electricity",https://api.eia.gov//v2//seriesid//ELEC.PRICE.VT-COM.M,https://api.eia.gov//v2//seriesid//ELEC.PRICE.VT-COM.M?api_key=wxFRLAoaTMQ9Ra7NvakhNKSxxstutZsG28nuerWR,,,
Vermont_Industrial_Electricity_Price - 1 month,response.data[0].price,2592000,0,float,Vermont Industrial Electricity Price,PRICE,https://api.eia.gov//v2//seriesid//ELEC.PRICE.VT-IND.M,https://api.eia.gov//v2//seriesid//ELEC.PRICE.VT-IND.M?api_key=wxFRLAoaTMQ9Ra7NvakhNKSxxstutZsG28nuerWR,,,
Vermont_Petroleum_Liquids_Generation - 1 month,response.data[0].generation,2592000,0,float,Vermont Petroleum Liquids Generation,PET,https://api.eia.gov//v2//seriesid//ELEC.GEN.PEL-VT-98.M,https://api.eia.gov//v2//seriesid//ELEC.GEN.PEL-VT-98.M?api_key=wxFRLAoaTMQ9Ra7NvakhNKSxxstutZsG28nuerWR,,,
Vermont_Renewable_Energy_Production - 1 month,response.data[0].value,2592000,0,float,Vermont Renewable Energy Production,energy,https://api.eia.gov//v2//seriesid//SEDS.REPRB.VT.A,https://api.eia.gov//v2//seriesid//SEDS.REPRB.VT.A?api_key=wxFRLAoaTMQ9Ra7NvakhNKSxxstutZsG28nuerWR,,,
Vermont_Residential_Electricity_Price - 1 month,response.data[0].price,2592000,0,float,Vermont Residential Electricity Price,"PRICE,electricity",https://api.eia.gov//v2//seriesid//ELEC.PRICE.VT-RES.M,https://api.eia.gov//v2//seriesid//ELEC.PRICE.VT-RES.M?api_key=wxFRLAoaTMQ9Ra7NvakhNKSxxstutZsG28nuerWR,,,
Vermont_Total_Electric_Power_Generation - 1 month,response.data[0].generation,2592000,0,float,Vermont Total Electric Power Generation,electricity,https://api.eia.gov//v2//seriesid//ELEC.GEN.ALL-VT-98.M,https://api.eia.gov//v2//seriesid//ELEC.GEN.ALL-VT-98.M?api_key=wxFRLAoaTMQ9Ra7NvakhNKSxxstutZsG28nuerWR,,,
Vermont_Unemployment_Rate - 1 month,observations[-1].value,2592000,0,float,Vermont Unemployment Rate,unemployment,https://api.stlouisfed.org/fred/series/observations?series_id=VTUR&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=VTUR&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Vermont_Wind_Generation - 1 month,response.data[0].generation,2592000,0,float,Vermont Wind Generation,"electricity,wind",https://api.eia.gov//v2//seriesid//ELEC.GEN.WND-VT-98.M,https://api.eia.gov//v2//seriesid//ELEC.GEN.WND-VT-98.M?api_key=wxFRLAoaTMQ9Ra7NvakhNKSxxstutZsG28nuerWR,,,
Virginia_Average_Electricity_Price - 1 month,response.data[0].price,2592000,0,float,Virginia Average Electricity Price,PRICE,https://api.eia.gov//v2//seriesid//ELEC.PRICE.VA-ALL.M,https://api.eia.gov//v2//seriesid//ELEC.PRICE.VA-ALL.M?api_key=wxFRLAoaTMQ9Ra7NvakhNKSxxstutZsG28nuerWR,,,
Virginia_Biomass_Generation - 1 month,response.data[0].generation,2592000,0,float,Virginia Biomass Generation,"electricity,biomass",https://api.eia.gov//v2//seriesid//ELEC.GEN.BIO-VA-98.M,https://api.eia.gov//v2//seriesid//ELEC.GEN.BIO-VA-98.M?api_key=wxFRLAoaTMQ9Ra7NvakhNKSxxstutZsG28nuerWR,,,
Virginia_Coal_Consumption - 1 yr,response.data[0].value,31449600,0,float,Virginia Coal Consumption,COAL,https://api.eia.gov//v2//seriesid//SEDS.CLCCB.VA.A,https://api.eia.gov//v2//seriesid//SEDS.CLCCB.VA.A?api_key=wxFRLAoaTMQ9Ra7NvakhNKSxxstutZsG28nuerWR,,,
