stream,target,cadence,offset,datatype,description,tags,url,uri,headers,payload,hook
Professional_Business_Services - 1 month,observations[-1].value,2592000,0,float,Professional Business Services,business,https://api.stlouisfed.org/fred/series/observations?series_id=USPBS&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=USPBS&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Propane_Prices_Mont_Belvieu_TX - 1 day( 5/week ),observations[-1].value,86400,0,float,Propane Prices Mont Belvieu TX,PRICE,https://api.stlouisfed.org/fred/series/observations?series_id=DPROPANEMBTX&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=DPROPANEMBTX&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Proportion_of_population_with_access_to_electricity - 1 yr,[1][0].value,31449600,0,float,Proportion of population with access to electricity,electricity,https://api.worldbank.org/v2/country/WLD/indicator/EG.ELC.ACCS.UR.ZS?format=json,,,,"def postRequestHook(response): return None if response.text == '' else next((float(item['value']) for item in reversed(sorted(response.json()[1], key=lambda x: x['date'])) if item['value'] is not None and str(item['value']).replace('.','').replace('-','').isdigit()), None)"
Proportion_of_seats_held_by_women_in_national_parliaments - 1 yr,[1][0].value,31449600,0,float,Proportion of seats held by women in national parliaments,,https://api.worldbank.org/v2/country/WLD/indicator/SG.GEN.PARL.ZS?format=json,,,,"def postRequestHook(response): return None if response.text == '' else next((float(item['value']) for item in reversed(sorted(response.json()[1], key=lambda x: x['date'])) if item['value'] is not None and str(item['value']).replace('.','').replace('-','').isdigit()), None)"
Proportion_of_seats_held_by_women_in_parliaments - 1 yr,[1][0].value,31449600,0,float,Proportion of seats held by women in parliaments,,https://api.worldbank.org/v2/country/WLD/indicator/SG.GEN.PARL.ZS?format=json,,,,"def postRequestHook(response): return None if response.text == '' else next((float(item['value']) for item in reversed(sorted(response.json()[1], key=lambda x: x['date'])) if item['value'] is not None and str(item['value']).replace('.','').replace('-','').isdigit()), None)"
Public_Building_Construction - 1 month,observations[-1].value,2592000,0,float,Public Building Construction,construction,https://api.stlouisfed.org/fred/series/observations?series_id=TLPBLCONS&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=TLPBLCONS&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Public_sector_management_rating - 1 yr,[1][0].value,31449600,0,float,Public sector management rating,,https://api.worldbank.org/v2/country/WLD/indicator/IQ.CPA.PUBS.XQ?format=json,,,,"def postRequestHook(response): return None if response.text == '' else next((float(item['value']) for item in reversed(sorted(response.json()[1], key=lambda x: x['date'])) if item['value'] is not None and str(item['value']).replace('.','').replace('-','').isdigit()), None)"
Puerto_Rico_Electricity_Generation - 1 month,response.data[0].generation,2592000,0,float,Puerto Rico Electricity Generation,electricity,https://api.eia.gov//v2//seriesid//ELEC.GEN.ALL-PR-99.M,https://api.eia.gov//v2//seriesid//ELEC.GEN.ALL-PR-99.M?api_key=wxFRLAoaTMQ9Ra7NvakhNKSxxstutZsG28nuerWR,,,
Quits_Construction - 1 month,observations[-1].value,2592000,0,float,Quits Construction,quits,https://api.stlouisfed.org/fred/series/observations?series_id=JTS2300QUL&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=JTS2300QUL&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Quits_Financial_Activities - 1 month,observations[-1].value,2592000,0,float,Quits Financial Activities,quits,https://api.stlouisfed.org/fred/series/observations?series_id=JTS6000QUL&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=JTS6000QUL&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Quits_Leisure_and_Hospitality - 1 month,observations[-1].value,2592000,0,float,Quits Leisure and Hospitality,quits,https://api.stlouisfed.org/fred/series/observations?series_id=JTS9000QUL&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=JTS9000QUL&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Quits_Level - 1 month,observations[-1].value,2592000,0,float,Quits Level,quits,https://api.stlouisfed.org/fred/series/observations?series_id=JTSQUL&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=JTSQUL&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Quits_Manufacturing - 1 month,observations[-1].value,2592000,0,float,Quits Manufacturing,quits,https://api.stlouisfed.org/fred/series/observations?series_id=JTS3000QUL&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=JTS3000QUL&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Quits_Professional_and_Business_Services - 1 month,observations[-1].value,2592000,0,float,Quits Professional and Business Services,quits,https://api.stlouisfed.org/fred/series/observations?series_id=JTS7000QUL&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=JTS7000QUL&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Quits_Rate_Construction - 1 month,observations[-1].value,2592000,0,float,Quits Rate Construction,quits,https://api.stlouisfed.org/fred/series/observations?series_id=JTS2300QUR&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=JTS2300QUR&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Quits_Rate_Financial_Activities - 1 month,observations[-1].value,2592000,0,float,Quits Rate Financial Activities,quits,https://api.stlouisfed.org/fred/series/observations?series_id=JTS6000QUR&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=JTS6000QUR&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Quits_Rate_Leisure_and_Hospitality - 1 month,observations[-1].value,2592000,0,float,Quits Rate Leisure and Hospitality,quits,https://api.stlouisfed.org/fred/series/observations?series_id=JTS9000QUR&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=JTS9000QUR&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Quits_Rate_Manufacturing - 1 month,observations[-1].value,2592000,0,float,Quits Rate Manufacturing,quits,https://api.stlouisfed.org/fred/series/observations?series_id=JTS3000QUR&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=JTS3000QUR&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Quits_Rate_Professional_and_Business_Services - 1 month,observations[-1].value,2592000,0,float,Quits Rate Professional and Business Services,quits,https://api.stlouisfed.org/fred/series/observations?series_id=JTS7000QUR&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=JTS7000QUR&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Quits_Rate_Trade_Transportation_and_Utilities - 1 month,observations[-1].value,2592000,0,float,Quits Rate Trade Transportation and Utilities,quits,https://api.stlouisfed.org/fred/series/observations?series_id=JTS4000QUR&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=JTS4000QUR&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Quits_Trade_Transportation_and_Utilities - 1 month,observations[-1].value,2592000,0,float,Quits Trade Transportation and Utilities,quits,https://api.stlouisfed.org/fred/series/observations?series_id=JTS4000QUL&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=JTS4000QUL&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Rail_Freight_Carloads - 1 month,observations[-1].value,2592000,0,float,Rail Freight Carloads,,https://api.stlouisfed.org/fred/series/observations?series_id=RAILFRTCARLOADSD11&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=RAILFRTCARLOADSD11&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Railroad_Transportation_Labor_Productivity - 1 yr,observations[-1].value,31449600,0,float,Railroad Transportation Labor Productivity,employment,https://api.stlouisfed.org/fred/series/observations?series_id=MPU4910063&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=MPU4910063&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Ratio_of_female_to_male_labor_force_participation_rate - 1 yr,[1][0].value,31449600,0,float,Ratio of female to male labor force participation rate,employment,https://api.worldbank.org/v2/country/WLD/indicator/SL.TLF.CACT.FM.ZS?format=json,,,,"def postRequestHook(response): return None if response.text == '' else next((float(item['value']) for item in reversed(sorted(response.json()[1], key=lambda x: x['date'])) if item['value'] is not None and str(item['value']).replace('.','').replace('-','').isdigit()), None)"
Real_Compensation_Per_Hour - 3 months,observations[-1].value,7776000,0,float,Real Compensation Per Hour,cost,https://api.stlouisfed.org/fred/series/observations?series_id=COMPRNFB&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=COMPRNFB&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Real_Compensation_Per_Hour_Business_Sector - 3 months,observations[-1].value,7776000,0,float,Real Compensation Per Hour Business Sector,business,https://api.stlouisfed.org/fred/series/observations?series_id=RCPHBS&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=RCPHBS&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Real_Disposable_Personal_Income - 3 months,observations[-1].value,7776000,0,float,Real Disposable Personal Income,income,https://api.stlouisfed.org/fred/series/observations?series_id=DPIC96&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=DPIC96&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Real_Estate_Loans_All_Commercial_Banks - 1 week,observations[-1].value,604800,0,float,Real Estate Loans All Commercial Banks,banks,https://api.stlouisfed.org/fred/series/observations?series_id=RELACBW027SBOG&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=RELACBW027SBOG&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Real_Estate_Loans_at_All_Commercial_Banks - 1 month,observations[-1].value,2592000,0,float,Real Estate Loans at All Commercial Banks,banks,https://api.stlouisfed.org/fred/series/observations?series_id=RELACBW027SBOG&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=RELACBW027SBOG&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Real_exports - 3 months,observations[-1].value,7776000,0,float,Real exports,export,https://api.stlouisfed.org/fred/series/observations?series_id=EXPGSC1&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=EXPGSC1&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Real_exports_of_Goods_and_Services - 1 month,observations[-1].value,2592000,0,float,Real exports of Goods and Services,export,https://api.stlouisfed.org/fred/series/observations?series_id=EXPGS&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=EXPGS&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Real_GDP_Per_Capita - 1 month,observations[-1].value,2592000,0,float,Real GDP Per Capita,GDP,https://api.stlouisfed.org/fred/series/observations?series_id=A939RX0Q048SBEA&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=A939RX0Q048SBEA&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Real_Goods_Expenditures_Durable_Goods - 1 month,observations[-1].value,2592000,0,float,Real Goods Expenditures Durable Goods,spend,https://api.stlouisfed.org/fred/series/observations?series_id=DGDSRG3M086SBEA&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=DGDSRG3M086SBEA&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Real_Gross_Domestic_Product - 3 months,observations[-1].value,7776000,0,float,Real Gross Domestic Product,GDP,https://api.stlouisfed.org/fred/series/observations?series_id=GDPC1&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=GDPC1&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Real_Gross_Domestic_Product_for_Brazil - 3 months,observations[-1].value,7776000,0,float,Real Gross Domestic Product for Brazil,GDP,https://api.stlouisfed.org/fred/series/observations?series_id=JHDUSRGDPBR&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=JHDUSRGDPBR&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Real_Gross_Domestic_Product_for_Canada - 3 months,observations[-1].value,7776000,0,float,Real Gross Domestic Product for Canada,GDP,https://api.stlouisfed.org/fred/series/observations?series_id=NAEXKP01CAQ189S&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=NAEXKP01CAQ189S&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Real_Gross_Domestic_Product_for_Euro_Area - 3 months,observations[-1].value,7776000,0,float,Real Gross Domestic Product for Euro Area,GDP,https://api.stlouisfed.org/fred/series/observations?series_id=CLVMEURSCAB1GQEA19&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=CLVMEURSCAB1GQEA19&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Real_Gross_Domestic_Product_for_France - 3 months,observations[-1].value,7776000,0,float,Real Gross Domestic Product for France,GDP,https://api.stlouisfed.org/fred/series/observations?series_id=CLVMEURSCAB1GQFR&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=CLVMEURSCAB1GQFR&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Real_Gross_Domestic_Product_for_Germany - 3 months,observations[-1].value,7776000,0,float,Real Gross Domestic Product for Germany,GDP,https://api.stlouisfed.org/fred/series/observations?series_id=CLVMEURSCAB1GQDE&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=CLVMEURSCAB1GQDE&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Real_Gross_Domestic_Product_for_Italy - 3 months,observations[-1].value,7776000,0,float,Real Gross Domestic Product for Italy,GDP,https://api.stlouisfed.org/fred/series/observations?series_id=CLVMEURSCAB1GQIT&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=CLVMEURSCAB1GQIT&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Real_Gross_Domestic_Product_for_Spain - 3 months,observations[-1].value,7776000,0,float,Real Gross Domestic Product for Spain,GDP,https://api.stlouisfed.org/fred/series/observations?series_id=CLVMEURSCAB1GQES&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=CLVMEURSCAB1GQES&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Real_Gross_National_Product - 3 months,observations[-1].value,7776000,0,float,Real Gross National Product,production,https://api.stlouisfed.org/fred/series/observations?series_id=RGNP&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=RGNP&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Real_imports - 3 months,observations[-1].value,7776000,0,float,Real imports,imports,https://api.stlouisfed.org/fred/series/observations?series_id=IMPGSC1&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=IMPGSC1&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Real_Imports_of_Goods_and_Services - 1 month,observations[-1].value,2592000,0,float,Real Imports of Goods and Services,imports,https://api.stlouisfed.org/fred/series/observations?series_id=IMPGS&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=IMPGS&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Real_Median_Household_Income - 1 yr,observations[-1].value,31449600,0,float,Real Median Household Income,house,https://api.stlouisfed.org/fred/series/observations?series_id=MEHOINUSA646N&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=MEHOINUSA646N&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Real_Median_Household_Income_in_the_United_States - 1 yr,observations[-1].value,31449600,0,float,Real Median Household Income in the United States,house,https://api.stlouisfed.org/fred/series/observations?series_id=MEHOINUSA672N&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=MEHOINUSA672N&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Real_Median_Personal_Income_in_the_United_States - 1 month,observations[-1].value,2592000,0,float,Real Median Personal Income in the United States,income,https://api.stlouisfed.org/fred/series/observations?series_id=MEHOINUSA672N&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=MEHOINUSA672N&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Real_Personal_Consumption_Expenditures - 1 month,observations[-1].value,2592000,0,float,Real Personal Consumption Expenditures,spend,https://api.stlouisfed.org/fred/series/observations?series_id=PCESC96&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=PCESC96&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
