stream,target,cadence,offset,datatype,description,tags,url,uri,headers,payload,hook
Producer_Price_Index_Finished_Energy - 1 month,observations[-1].value,2592000,0,float,Producer Price Index Finished Energy,PRICE,https://api.stlouisfed.org/fred/series/observations?series_id=PPIFES&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=PPIFES&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Producer_Price_Index_Finished_Foods - 1 month,observations[-1].value,2592000,0,float,Producer Price Index Finished Foods,PRICE,https://api.stlouisfed.org/fred/series/observations?series_id=PPIIFF&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=PPIIFF&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Producer_Price_Index_Finished_Goods - 1 month,observations[-1].value,2592000,0,float,Producer Price Index Finished Goods,PRICE,https://api.stlouisfed.org/fred/series/observations?series_id=PPICPE&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=PPICPE&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Producer_Price_Index_Finished_Goods_Less_Food_and_Energy - 1 month,observations[-1].value,2592000,0,float,Producer Price Index Finished Goods Less Food and Energy,PRICE,https://api.stlouisfed.org/fred/series/observations?series_id=PPIFLF&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=PPIFLF&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Producer_Price_Index_for_Automotive_Parts_and_Accessories_Stores - 1 month,observations[-1].value,2592000,0,float,Producer Price Index for Automotive Parts and Accessories Stores,PRICE,https://api.stlouisfed.org/fred/series/observations?series_id=PCU441310441310&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=PCU441310441310&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Producer_Price_Index_for_Book_Publishers - 1 month,observations[-1].value,2592000,0,float,Producer Price Index for Book Publishers,PRICE,https://api.stlouisfed.org/fred/series/observations?series_id=PCU511130511130&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=PCU511130511130&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Producer_Price_Index_for_Chemical_Manufacturing - 1 month,observations[-1].value,2592000,0,float,Producer Price Index for Chemical Manufacturing,PRICE,https://api.stlouisfed.org/fred/series/observations?series_id=PCU325325&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=PCU325325&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Producer_Price_Index_for_Commercial_Banking - 1 month,observations[-1].value,2592000,0,float,Producer Price Index for Commercial Banking,PRICE,https://api.stlouisfed.org/fred/series/observations?series_id=PCU522110522110&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=PCU522110522110&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Producer_Price_Index_for_Credit_Card_Issuing - 1 month,observations[-1].value,2592000,0,float,Producer Price Index for Credit Card Issuing,PRICE,https://api.stlouisfed.org/fred/series/observations?series_id=PCU5221205221203&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=PCU5221205221203&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Producer_Price_Index_for_Direct_Property_and_Casualty_Insurance_Carriers - 1 month,observations[-1].value,2592000,0,float,Producer Price Index for Direct Property and Casualty Insurance Carriers,PRICE,https://api.stlouisfed.org/fred/series/observations?series_id=PCU524126524126&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=PCU524126524126&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Producer_Price_Index_for_Doll_Toy_and_Game_Manufacturing - 1 month,observations[-1].value,2592000,0,float,Producer Price Index for Doll Toy and Game Manufacturing,PRICE,https://api.stlouisfed.org/fred/series/observations?series_id=PCU339930339930&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=PCU339930339930&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Producer_Price_Index_for_Electric_Power_Distribution - 1 month,observations[-1].value,2592000,0,float,Producer Price Index for Electric Power Distribution,PRICE,https://api.stlouisfed.org/fred/series/observations?series_id=PCU221122221122&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=PCU221122221122&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Producer_Price_Index_for_Electric_Power_Generation_Transmission_and_Distribution - 1 month,observations[-1].value,2592000,0,float,Producer Price Index for Electric Power Generation Transmission and Distribution,PRICE,https://api.stlouisfed.org/fred/series/observations?series_id=PCU22112211&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=PCU22112211&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Producer_Price_Index_for_Fabricated_Metal_Product_Manufacturing - 1 month,observations[-1].value,2592000,0,float,Producer Price Index for Fabricated Metal Product Manufacturing,PRICE,https://api.stlouisfed.org/fred/series/observations?series_id=PCU332332&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=PCU332332&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Producer_Price_Index_for_Food_Manufacturing - 1 month,observations[-1].value,2592000,0,float,Producer Price Index for Food Manufacturing,PRICE,https://api.stlouisfed.org/fred/series/observations?series_id=PCU311311&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=PCU311311&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Producer_Price_Index_for_General_Freight_Trucking_Long_Distance - 1 month,observations[-1].value,2592000,0,float,Producer Price Index for General Freight Trucking Long Distance,PRICE,https://api.stlouisfed.org/fred/series/observations?series_id=PCU484121484121&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=PCU484121484121&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Producer_Price_Index_for_General_Medical_and_Surgical_Hospitals - 1 month,observations[-1].value,2592000,0,float,Producer Price Index for General Medical and Surgical Hospitals,PRICE,https://api.stlouisfed.org/fred/series/observations?series_id=PCU622110622110&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=PCU622110622110&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Producer_Price_Index_for_Gift_Novelty_and_Souvenir_Stores - 1 month,observations[-1].value,2592000,0,float,Producer Price Index for Gift Novelty and Souvenir Stores,PRICE,https://api.stlouisfed.org/fred/series/observations?series_id=PCU453220453220&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=PCU453220453220&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Producer_Price_Index_for_Household_and_Institutional_Furniture_Manufacturing - 1 month,observations[-1].value,2592000,0,float,Producer Price Index for Household and Institutional Furniture Manufacturing,PRICE,https://api.stlouisfed.org/fred/series/observations?series_id=PCU33713371&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=PCU33713371&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Producer_Price_Index_for_Leather_and_Allied_Product_Manufacturing - 1 month,observations[-1].value,2592000,0,float,Producer Price Index for Leather and Allied Product Manufacturing,PRICE,https://api.stlouisfed.org/fred/series/observations?series_id=PCU316316&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=PCU316316&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Producer_Price_Index_for_Machinery_Manufacturing - 1 month,observations[-1].value,2592000,0,float,Producer Price Index for Machinery Manufacturing,PRICE,https://api.stlouisfed.org/fred/series/observations?series_id=PCU333333&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=PCU333333&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Producer_Price_Index_for_Medical_Laboratories - 1 month,observations[-1].value,2592000,0,float,Producer Price Index for Medical Laboratories,PRICE,https://api.stlouisfed.org/fred/series/observations?series_id=PCU621511621511&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=PCU621511621511&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Producer_Price_Index_for_Motor_Vehicle_Parts_Manufacturing - 1 month,observations[-1].value,2592000,0,float,Producer Price Index for Motor Vehicle Parts Manufacturing,PRICE,https://api.stlouisfed.org/fred/series/observations?series_id=PCU33633363&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=PCU33633363&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Producer_Price_Index_for_Natural_Gas_Distribution - 1 month,observations[-1].value,2592000,0,float,Producer Price Index for Natural Gas Distribution,PRICE,https://api.stlouisfed.org/fred/series/observations?series_id=PCU221210221210&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=PCU221210221210&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Producer_Price_Index_for_New_Car_Dealers - 1 month,observations[-1].value,2592000,0,float,Producer Price Index for New Car Dealers,PRICE,https://api.stlouisfed.org/fred/series/observations?series_id=PCU441110441110&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=PCU441110441110&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Producer_Price_Index_for_Newsprint_Mills - 1 month,observations[-1].value,2592000,0,float,Producer Price Index for Newsprint Mills,PRICE,https://api.stlouisfed.org/fred/series/observations?series_id=PCU322122322122&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=PCU322122322122&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Producer_Price_Index_for_Nonmetallic_Mineral_Product_Manufacturing - 1 month,observations[-1].value,2592000,0,float,Producer Price Index for Nonmetallic Mineral Product Manufacturing,PRICE,https://api.stlouisfed.org/fred/series/observations?series_id=PCU327327&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=PCU327327&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Producer_Price_Index_for_Nursing_Care_Facilities - 1 month,observations[-1].value,2592000,0,float,Producer Price Index for Nursing Care Facilities,PRICE,https://api.stlouisfed.org/fred/series/observations?series_id=PCU623110623110&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=PCU623110623110&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Producer_Price_Index_for_Offices_of_Dentists - 1 month,observations[-1].value,2592000,0,float,Producer Price Index for Offices of Dentists,PRICE,https://api.stlouisfed.org/fred/series/observations?series_id=PCU621210621210&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=PCU621210621210&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Producer_Price_Index_for_Offices_of_Physicians - 1 month,observations[-1].value,2592000,0,float,Producer Price Index for Offices of Physicians,PRICE,https://api.stlouisfed.org/fred/series/observations?series_id=PCU621111621111&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=PCU621111621111&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Producer_Price_Index_for_Other_Electrical_Equipment_and_Component_Manufacturing - 1 month,observations[-1].value,2592000,0,float,Producer Price Index for Other Electrical Equipment and Component Manufacturing,PRICE,https://api.stlouisfed.org/fred/series/observations?series_id=PCU33593359&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=PCU33593359&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Producer_Price_Index_for_Paper_Manufacturing - 1 month,observations[-1].value,2592000,0,float,Producer Price Index for Paper Manufacturing,PRICE,https://api.stlouisfed.org/fred/series/observations?series_id=PCU322322&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=PCU322322&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Producer_Price_Index_for_Petroleum_and_Coal_Products_Manufacturing - 1 month,observations[-1].value,2592000,0,float,Producer Price Index for Petroleum and Coal Products Manufacturing,PRICE,https://api.stlouisfed.org/fred/series/observations?series_id=PCU324324&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=PCU324324&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Producer_Price_Index_for_Petroleum_Refineries - 1 month,observations[-1].value,2592000,0,float,Producer Price Index for Petroleum Refineries,PRICE,https://api.stlouisfed.org/fred/series/observations?series_id=PCU324110324110&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=PCU324110324110&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Producer_Price_Index_for_Pharmacies_and_Drug_Stores - 1 month,observations[-1].value,2592000,0,float,Producer Price Index for Pharmacies and Drug Stores,PRICE,https://api.stlouisfed.org/fred/series/observations?series_id=PCU446110446110&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=PCU446110446110&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Producer_Price_Index_for_Plastics_and_Rubber_Products_Manufacturing - 1 month,observations[-1].value,2592000,0,float,Producer Price Index for Plastics and Rubber Products Manufacturing,PRICE,https://api.stlouisfed.org/fred/series/observations?series_id=PCU326326&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=PCU326326&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Producer_Price_Index_for_Primary_Metal_Manufacturing - 1 month,observations[-1].value,2592000,0,float,Producer Price Index for Primary Metal Manufacturing,PRICE,https://api.stlouisfed.org/fred/series/observations?series_id=PCU331331&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=PCU331331&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
