stream,target,cadence,offset,datatype,description,tags,url,uri,headers,payload,hook
S&P_Case_Shiller_10_City_Composite_Home_Price_Index - 1 month,observations[-1].value,2592000,0,float,S&P Case Shiller 10 City Composite Home Price Index,PRICE,https://api.stlouisfed.org/fred/series/observations?series_id=SPCS10RSA&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=SPCS10RSA&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
S&P_Case_Shiller_10_City_Composite_Home_Price_Index_Not_Seasonally_Adjusted - 1 month,observations[-1].value,2592000,0,float,S&P Case Shiller 10 City Composite Home Price Index Not Seasonally Adjusted,PRICE,https://api.stlouisfed.org/fred/series/observations?series_id=SPCS10RNSA&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=SPCS10RNSA&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
S&P_Case_Shiller_20_City_Composite_Home_Price_Index_Not_Seasonally_Adjusted - 1 month,observations[-1].value,2592000,0,float,S&P Case Shiller 20 City Composite Home Price Index Not Seasonally Adjusted,PRICE,https://api.stlouisfed.org/fred/series/observations?series_id=SPCS20RNSA&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=SPCS20RNSA&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
S&P_Case-Shiller_Index - 1 month,observations[-1].value,2592000,0,float,S&P Case-Shiller Index,S&P,https://api.stlouisfed.org/fred/series/observations?series_id=SPCS20RSA&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=SPCS20RSA&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
SAHM_Rule_Recession_Indicator - 1 month,observations[-1].value,2592000,0,float,SAHM Rule Recession Indicator,SAHM,https://api.stlouisfed.org/fred/series/observations?series_id=SAHMREALTIME&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=SAHMREALTIME&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
School_Enrollment_Primary - 1 yr,[1][0].value,31449600,0,float,School Enrollment Primary,school,https://api.worldbank.org/v2/country/WLD/indicator/SE.PRM.ENRR?format=json,,,,"def postRequestHook(response): return None if response.text == '' else next((float(item['value']) for item in reversed(sorted(response.json()[1], key=lambda x: x['date'])) if item['value'] is not None and str(item['value']).replace('.','').replace('-','').isdigit()), None)"
School_enrollment_secondary - 1 yr,[1][0].value,31449600,0,float,School enrollment secondary,school,https://api.worldbank.org/v2/country/WLD/indicator/SE.SEC.ENRR?format=json,,,,"def postRequestHook(response): return None if response.text == '' else next((float(item['value']) for item in reversed(sorted(response.json()[1], key=lambda x: x['date'])) if item['value'] is not None and str(item['value']).replace('.','').replace('-','').isdigit()), None)"
School_enrollment_tertiary - 1 yr,[1][0].value,31449600,0,float,School enrollment tertiary,school,https://api.worldbank.org/v2/country/WLD/indicator/SE.TER.ENRR?format=json,,,,"def postRequestHook(response): return None if response.text == '' else next((float(item['value']) for item in reversed(sorted(response.json()[1], key=lambda x: x['date'])) if item['value'] is not None and str(item['value']).replace('.','').replace('-','').isdigit()), None)"
Scientific_journal_articles - 1 yr,[1][0].value,31449600,0,float,Scientific journal articles,,https://api.worldbank.org/v2/country/WLD/indicator/IP.JRN.ARTC.SC?format=json,,,,"def postRequestHook(response): return None if response.text == '' else next((float(item['value']) for item in reversed(sorted(response.json()[1], key=lambda x: x['date'])) if item['value'] is not None and str(item['value']).replace('.','').replace('-','').isdigit()), None)"
Secure_Internet_servers - 1 yr,[1][0].value,31449600,0,float,Secure Internet servers,secure,https://api.worldbank.org/v2/country/WLD/indicator/IT.NET.SECR.P6?format=json,,,,"def postRequestHook(response): return None if response.text == '' else next((float(item['value']) for item in reversed(sorted(response.json()[1], key=lambda x: x['date'])) if item['value'] is not None and str(item['value']).replace('.','').replace('-','').isdigit()), None)"
