stream,target,cadence,offset,datatype,description,tags,url,uri,headers,payload,hook
Average_Hourly_Earnings_of_All_Employees_Manufacturing - 1 month,observations[-1].value,2592000,0,float,Average Hourly Earnings of All Employees Manufacturing,employment,https://api.stlouisfed.org/fred/series/observations?series_id=CEU3100000003&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=CEU3100000003&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Average_Hourly_Earnings_of_All_Employees_Retail_Trade - 1 month,observations[-1].value,2592000,0,float,Average Hourly Earnings of All Employees Retail Trade,employment,https://api.stlouisfed.org/fred/series/observations?series_id=CEU4200000003&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=CEU4200000003&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Average_Hourly_Earnings_of_All_Employees_Total_Private - 1 month,observations[-1].value,2592000,0,float,Average Hourly Earnings of All Employees Total Private,employment,https://api.stlouisfed.org/fred/series/observations?series_id=CES0500000003&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=CES0500000003&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Average_Hourly_Earnings_of_All_Employees_Wholesale_Trade - 1 month,observations[-1].value,2592000,0,float,Average Hourly Earnings of All Employees Wholesale Trade,employment,https://api.stlouisfed.org/fred/series/observations?series_id=CEU4142000003&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=CEU4142000003&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Average_Hourly_Earnings_Of_Manufacturing_Workers - 1 month,observations[-1].value,2592000,0,float,Average Hourly Earnings Of Manufacturing Workers,manufacture,https://api.stlouisfed.org/fred/series/observations?series_id=AHEMAN&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=AHEMAN&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Average_Hourly_Earnings_of_Production_and_Nonsupervisory_Employees_Education_and_Health_Services - 1 month,observations[-1].value,2592000,0,float,Average Hourly Earnings of Production and Nonsupervisory Employees Education and Health Services,employment,https://api.stlouisfed.org/fred/series/observations?series_id=CEU6500000008&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=CEU6500000008&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Average_Hourly_Earnings_of_Production_and_Nonsupervisory_Employees_Leisure_and_Hospitality - 1 month,observations[-1].value,2592000,0,float,Average Hourly Earnings of Production and Nonsupervisory Employees Leisure and Hospitality,employment,https://api.stlouisfed.org/fred/series/observations?series_id=CEU7000000008&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=CEU7000000008&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Average_Hourly_Earnings_of_Production_and_Nonsupervisory_Employees_Manufacturing - 1 month,observations[-1].value,2592000,0,float,Average Hourly Earnings of Production and Nonsupervisory Employees Manufacturing,employment,https://api.stlouisfed.org/fred/series/observations?series_id=CEU3100000008&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=CEU3100000008&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Average_Hourly_Earnings_of_Production_and_Nonsupervisory_Employees_Retail_Trade - 1 month,observations[-1].value,2592000,0,float,Average Hourly Earnings of Production and Nonsupervisory Employees Retail Trade,employment,https://api.stlouisfed.org/fred/series/observations?series_id=CEU4200000008&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=CEU4200000008&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Average_Hourly_Earnings_of_Production_and_Nonsupervisory_Employees_Total_Private - 1 month,observations[-1].value,2592000,0,float,Average Hourly Earnings of Production and Nonsupervisory Employees Total Private,employment,https://api.stlouisfed.org/fred/series/observations?series_id=CEU0500000008&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=CEU0500000008&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
