stream,target,cadence,offset,datatype,description,tags,url,uri,headers,payload,hook
6_Month_AMERIBOR_Term_Structure_of_Interest_Rates - 1 day,observations[-1].value,86400,0,float,6 Month AMERIBOR Term Structure of Interest Rates,interest rate,https://api.stlouisfed.org/fred/series/observations?series_id=AMBOR6M&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=AMBOR6M&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
6_Month_Treasury_Bill_Secondary_Market_Rate - 1 day( 5/week ),observations[-1].value,86400,0,float,6 Month Treasury Bill Secondary Market Rate,"treasury,daily",https://api.stlouisfed.org/fred/series/observations?series_id=DTB6&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=DTB6&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
6_Month_Treasury_Constant_Maturity_Rate - 1 day( 5/week ),observations[-1].value,86400,0,float,6 Month Treasury Constant Maturity Rate,"treasury,daily",https://api.stlouisfed.org/fred/series/observations?series_id=DGS6MO&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=DGS6MO&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
7_Year_Interest_Rate_Swap - 1 day( 5/week ),observations[-1].value,86400,0,float,7 Year Interest Rate Swap,interest rate,https://api.stlouisfed.org/fred/series/observations?series_id=DSWP7&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=DSWP7&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
7_Year_Treasury_Constant_Maturity_Rate - 1 day( 5/week ),observations[-1].value,86400,0,float,7 Year Treasury Constant Maturity Rate,"treasury,daily",https://api.stlouisfed.org/fred/series/observations?series_id=DGS7&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=DGS7&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
7_Year_Treasury_Inflation_Indexed_Security_Constant_Maturity - 1 day( 5/week ),observations[-1].value,86400,0,float,7 Year Treasury Inflation Indexed Security Constant Maturity,"treasury,daily",https://api.stlouisfed.org/fred/series/observations?series_id=DFII7&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=DFII7&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
90_Day_AA_Financial_Commercial_Paper_Interest_Rate - 1 day( 5/week ),observations[-1].value,86400,0,float,90 Day AA Financial Commercial Paper Interest Rate,rate,https://api.stlouisfed.org/fred/series/observations?series_id=RIFSPPFAAD90NB&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=RIFSPPFAAD90NB&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
90_Day_AA_Nonfinancial_Commercial_Paper_Interest_Rate - 1 day( 5/week ),observations[-1].value,86400,0,float,90 Day AA Nonfinancial Commercial Paper Interest Rate,rate,https://api.stlouisfed.org/fred/series/observations?series_id=DCPN3M&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=DCPN3M&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
90_Day_Average_SOFR - 1 day( 5/week ),observations[-1].value,86400,0,float,90 Day Average SOFR,SOFR,https://api.stlouisfed.org/fred/series/observations?series_id=SOFR90DAYAVG&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=SOFR90DAYAVG&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
90_Day_Moving_Average_AMERIBOR_Benchmark_Interest_Rate - 1 day,observations[-1].value,86400,0,float,90 Day Moving Average AMERIBOR Benchmark Interest Rate,interest rate,https://api.stlouisfed.org/fred/series/observations?series_id=AMBOR90&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=AMBOR90&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Aaa_Corporate_Bond_Minus_10_Year_Treasury - 1 day( 5/week ),observations[-1].value,86400,0,float,Aaa Corporate Bond Minus 10 Year Treasury,"treasury,daily",https://api.stlouisfed.org/fred/series/observations?series_id=AAA10Y&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=AAA10Y&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
AAA_Corporate_Bond_Yield - 1 day( 5/week ),observations[-1].value,86400,0,float,AAA Corporate Bond Yield,bond,https://api.stlouisfed.org/fred/series/observations?series_id=BAMLC0A1CAAAEY&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=BAMLC0A1CAAAEY&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Access_to_clean_fuels - 1 yr,[1][0].value,31449600,0,float,Access to clean fuels,fuel,https://api.worldbank.org/v2/country/WLD/indicator/EG.CFT.ACCS.ZS?format=json,,,,"def postRequestHook(response): return None if response.text == '' else next((float(item['value']) for item in reversed(sorted(response.json()[1], key=lambda x: x['date'])) if item['value'] is not None and str(item['value']).replace('.','').replace('-','').isdigit()), None)"
Access_to_electricity - 1 yr,[1][0].value,31449600,0,float,Access to electricity,electricity,https://api.worldbank.org/v2/country/WLD/indicator/EG.ELC.ACCS.ZS?format=json,,,,"def postRequestHook(response): return None if response.text == '' else next((float(item['value']) for item in reversed(sorted(response.json()[1], key=lambda x: x['date'])) if item['value'] is not None and str(item['value']).replace('.','').replace('-','').isdigit()), None)"
Active_Listings_Count_of_Houses_in_the_United_States - 1 month,observations[-1].value,2592000,0,float,Active Listings Count of Houses in the United States,house,https://api.stlouisfed.org/fred/series/observations?series_id=ACTLISCOUUS&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=ACTLISCOUUS&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Activity_Rate_Aged_25_54_All_Persons_for_the_United_States - 1 month,observations[-1].value,2592000,0,float,Activity Rate Aged 25-54 All Persons for the United States,population,https://api.stlouisfed.org/fred/series/observations?series_id=LRAC25TTUSM156S&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=LRAC25TTUSM156S&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
