stream,target,cadence,offset,datatype,description,tags,url,uri,headers,payload,hook
Dow_Jones_Composite_Average - 1 day( 5/week ),observations[-1].value,86400,0,float,Dow Jones Composite Average,Dow Jones,https://api.stlouisfed.org/fred/series/observations?series_id=DJCA&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=DJCA&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Fitted_Yield_on_a_5_Year_Zero_Coupon_Bond - 1 day( 5/week ),observations[-1].value,86400,0,float,Fitted Yield on a 5 Year Zero Coupon Bond,yield,https://api.stlouisfed.org/fred/series/observations?series_id=THREEFY5&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=THREEFY5&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
ICE_BofA_1_to_3_Year_US_Corporate_Index_Total_Return_Index_Value - 1 day( 5/week ),observations[-1].value,86400,0,float,ICE BofA 1 to 3 Year US Corporate Index Total Return Index Value,ICE BofA,https://api.stlouisfed.org/fred/series/observations?series_id=BAMLCC1A013YTRIV&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=BAMLCC1A013YTRIV&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Instantaneous_Forward_Term_Premium_10_Years_Hence - 1 day( 5/week ),observations[-1].value,86400,0,float,Instantaneous Forward Term Premium 10 Years Hence,term,https://api.stlouisfed.org/fred/series/observations?series_id=THREEFFTP10&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=THREEFFTP10&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
CBOE_10_Year_Treasury_Note_Volatility_Futures - 1 day( 5/week ),observations[-1].value,86400,0,float,CBOE 10 Year Treasury Note Volatility Futures,treasury,https://api.stlouisfed.org/fred/series/observations?series_id=VXTYN&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=VXTYN&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
6_Month_Treasury_Constant_Maturity_Minus_Federal_Funds_Rate - 1 day( 5/week ),observations[-1].value,86400,0,float,6 Month Treasury Constant Maturity Minus Federal Funds Rate,treasury,https://api.stlouisfed.org/fred/series/observations?series_id=T6MFF&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=T6MFF&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
ICE_BofA_10_to_15_Year_US_Corporate_Index_Effective_Yield - 1 day( 5/week ),observations[-1].value,86400,0,float,ICE BofA 10 to 15 Year US Corporate Index Effective Yield,ICE BofA,https://api.stlouisfed.org/fred/series/observations?series_id=BAMLC7A0C1015YEY&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=BAMLC7A0C1015YEY&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Hospitality_and_Tourism_Job_Postings_on_Indeed_in_the_United_States - 1 day,observations[-1].value,86400,0,float,Hospitality and Tourism Job Postings on Indeed in the United States,employment,https://api.stlouisfed.org/fred/series/observations?series_id=IHLIDXUSTPHOTO&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=IHLIDXUSTPHOTO&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
ICE_BofA_Single_B_US_High_Yield_Index_Semi_Annual_Yield_to_Worst - 1 day( 5/week ),observations[-1].value,86400,0,float,ICE BofA Single B US High Yield Index Semi Annual Yield to Worst,ICE BofA,https://api.stlouisfed.org/fred/series/observations?series_id=BAMLH0A2HYBSYTW&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=BAMLH0A2HYBSYTW&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
ICE_BofA_BB_US_High_Yield_Index_Total_Return_Index_Value - 1 day( 5/week ),observations[-1].value,86400,0,float,ICE BofA BB US High Yield Index Total Return Index Value,ICE BofA,https://api.stlouisfed.org/fred/series/observations?series_id=BAMLHYH0A1BBTRIV&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=BAMLHYH0A1BBTRIV&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Secured_Overnight_Financing_Rate_1st_Percentile - 1 day( 5/week ),observations[-1].value,86400,0,float,Secured Overnight Financing Rate 1st Percentile,rate,https://api.stlouisfed.org/fred/series/observations?series_id=SOFR1&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=SOFR1&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
