stream,target,cadence,offset,datatype,description,tags,url,uri,headers,payload,hook
Delaware_Unemployment_Rate - 1 month,observations[-1].value,2592000,0,float,Delaware Unemployment Rate,unemployment,https://api.stlouisfed.org/fred/series/observations?series_id=DEUR&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=DEUR&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,"def postRequestHook(response: 'requests.Response'): return float(response.json()[""observations""][-1][""value""]) if response.text != '' else None"
Delinquency_Rate_on_All_Loans - 3 months,observations[-1].value,7776000,0,float,Delinquency Rate on All Loans,loan,https://api.stlouisfed.org/fred/series/observations?series_id=DRALACBS&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=DRALACBS&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,"def postRequestHook(response: 'requests.Response'): return float(response.json()[""observations""][-1][""value""]) if response.text != '' else None"
Delinquency_Rate_on_Auto_Loans_All_Commercial_Banks - 3 months,observations[-1].value,7776000,0,float,Delinquency Rate on Auto Loans All Commercial Banks,banks,https://api.stlouisfed.org/fred/series/observations?series_id=TERMCBAUTO48NS&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=TERMCBAUTO48NS&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,"def postRequestHook(response: 'requests.Response'): return float(response.json()[""observations""][-1][""value""]) if response.text != '' else None"
Delinquency_Rate_on_Commercial_Loans - 3 months,observations[-1].value,7776000,0,float,Delinquency Rate on Commercial Loans,loan,https://api.stlouisfed.org/fred/series/observations?series_id=DRCLACBS&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=DRCLACBS&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,"def postRequestHook(response: 'requests.Response'): return float(response.json()[""observations""][-1][""value""]) if response.text != '' else None"
Delinquency_Rate_on_Commercial_Real_Estate_Loans - 3 months,observations[-1].value,7776000,0,float,Delinquency Rate on Commercial Real Estate Loans,loan,https://api.stlouisfed.org/fred/series/observations?series_id=DRCCLACBS&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=DRCCLACBS&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,"def postRequestHook(response: 'requests.Response'): return float(response.json()[""observations""][-1][""value""]) if response.text != '' else None"
Delinquency_Rate_on_Credit_Card_Loans_All_Commercial_Banks - 3 months,observations[-1].value,7776000,0,float,Delinquency Rate on Credit Card Loans All Commercial Banks,banks,https://api.stlouisfed.org/fred/series/observations?series_id=DRBLACBS&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=DRBLACBS&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,"def postRequestHook(response: 'requests.Response'): return float(response.json()[""observations""][-1][""value""]) if response.text != '' else None"
Delinquency_Rate_on_Mortgages - 3 months,observations[-1].value,7776000,0,float,Delinquency Rate on Mortgages,mortgage,https://api.stlouisfed.org/fred/series/observations?series_id=MDOAH&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=MDOAH&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,"def postRequestHook(response: 'requests.Response'): return float(response.json()[""observations""][-1][""value""]) if response.text != '' else None"
Delinquency_Rate_on_Single_Family_Residential_Mortgages - 3 months,observations[-1].value,7776000,0,float,Delinquency Rate on Single Family Residential Mortgages,mortgage,https://api.stlouisfed.org/fred/series/observations?series_id=DRSDCIS&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=DRSDCIS&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,"def postRequestHook(response: 'requests.Response'): return float(response.json()[""observations""][-1][""value""]) if response.text != '' else None"
Delinquency_Rate_on_Total_Loans_and_Leases_US_Chartered_Commercial_Banks - 3 months,observations[-1].value,7776000,0,float,Delinquency Rate on Total Loans and Leases US Chartered Commercial Banks,banks,https://api.stlouisfed.org/fred/series/observations?series_id=DRTSCIS&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=DRTSCIS&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,"def postRequestHook(response: 'requests.Response'): return float(response.json()[""observations""][-1][""value""]) if response.text != '' else None"
Demand_Deposits_at_Commercial_Banks - 1 month,observations[-1].value,2592000,0,float,Demand Deposits at Commercial Banks,banks,https://api.stlouisfed.org/fred/series/observations?series_id=DEMDEPSL&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=DEMDEPSL&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,"def postRequestHook(response: 'requests.Response'): return float(response.json()[""observations""][-1][""value""]) if response.text != '' else None"
Disposable_Personal_Income - 1 month,observations[-1].value,2592000,0,float,Disposable Personal Income,income,https://api.stlouisfed.org/fred/series/observations?series_id=DSPI&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=DSPI&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,"def postRequestHook(response: 'requests.Response'): return float(response.json()[""observations""][-1][""value""]) if response.text != '' else None"
Distillate_Fuel_Inventories - 1 week,response.data[0].value,604800,0,float,Distillate Fuel Inventories,fuel,https://api.eia.gov//v2//seriesid//PET.WDIRPUS2.W,https://api.eia.gov//v2//seriesid//PET.WDIRPUS2.W?api_key=wxFRLAoaTMQ9Ra7NvakhNKSxxstutZsG28nuerWR,,,"def postRequestHook(response: 'requests.Response'): return float(response.json()[""response""][""data""][0][""value""]) if response.text != '' else None"
Distillate_Fuel_Oil_Imports - 1 month,response.data[0].value,2592000,0,float,Distillate Fuel Oil Imports,OIL,https://api.eia.gov//v2//seriesid//PET.MDIUPUS1.M,https://api.eia.gov//v2//seriesid//PET.MDIUPUS1.M?api_key=wxFRLAoaTMQ9Ra7NvakhNKSxxstutZsG28nuerWR,,,"def postRequestHook(response: 'requests.Response'): return float(response.json()[""response""][""data""][0][""value""]) if response.text != '' else None"
Distillate_Fuel_Oil_Production - 1 week,response.data[0].value,604800,0,float,Distillate Fuel Oil Production,OIL,https://api.eia.gov//v2//seriesid//PET.WDIUPUS2.W,https://api.eia.gov//v2//seriesid//PET.WDIUPUS2.W?api_key=wxFRLAoaTMQ9Ra7NvakhNKSxxstutZsG28nuerWR,,,"def postRequestHook(response: 'requests.Response'): return float(response.json()[""response""][""data""][0][""value""]) if response.text != '' else None"
Distillate_Fuel_Oil_Total_Stocks - 1 week,response.data[0].value,604800,0,float,Distillate Fuel Oil Total Stocks,OIL,https://api.eia.gov//v2//seriesid//PET.WDISTUS1.W,https://api.eia.gov//v2//seriesid//PET.WDISTUS1.W?api_key=wxFRLAoaTMQ9Ra7NvakhNKSxxstutZsG28nuerWR,,,"def postRequestHook(response: 'requests.Response'): return float(response.json()[""response""][""data""][0][""value""]) if response.text != '' else None"
