stream,target,cadence,offset,datatype,description,tags,url,uri,headers,payload,hook
Real_Potential_GDP - 3 months,observations[-1].value,7776000,0,float,Real Potential GDP,GDP,https://api.stlouisfed.org/fred/series/observations?series_id=GDPPOT&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=GDPPOT&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Real_Residential_Property_Prices - 1 month,observations[-1].value,2592000,0,float,Real Residential Property Prices,PRICE,https://api.stlouisfed.org/fred/series/observations?series_id=QUSR628BIS&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=QUSR628BIS&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Real_Retail_and_Food_Services_Sales - 1 month,observations[-1].value,2592000,0,float,Real Retail and Food Services Sales,SALES,https://api.stlouisfed.org/fred/series/observations?series_id=RRSFS&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=RRSFS&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Real_Services_Expenditures - 1 month,observations[-1].value,2592000,0,float,Real Services Expenditures,spend,https://api.stlouisfed.org/fred/series/observations?series_id=DSERRG3M086SBEA&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=DSERRG3M086SBEA&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Real_Value_of_Imports_from_Japan - 1 month,observations[-1].value,2592000,0,float,Real Value of Imports from Japan,imports,https://api.stlouisfed.org/fred/series/observations?series_id=IMPJP&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=IMPJP&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Real_Value_of_Imports_of_Goods_from_China - 1 month,observations[-1].value,2592000,0,float,Real Value of Imports of Goods from China,imports,https://api.stlouisfed.org/fred/series/observations?series_id=IMPCH&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=IMPCH&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Recession_Indicators - 1 day,observations[-1].value,86400,0,float,Recession Indicators,recession,https://api.stlouisfed.org/fred/series/observations?series_id=USRECDP&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=USRECDP&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Recession_Probability_for_United_States - 1 month,observations[-1].value,2592000,0,float,Recession Probability for United States,recession,https://api.stlouisfed.org/fred/series/observations?series_id=RECPROUSM156N&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=RECPROUSM156N&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Recreation_Consumer_Price_Index - 1 month,observations[-1].value,2592000,0,float,Recreation Consumer Price Index,PRICE,https://api.stlouisfed.org/fred/series/observations?series_id=CPIRECSL&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=CPIRECSL&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Refinery_Capacity - 1 month,response.data[0].value,2592000,0,float,Refinery Capacity,capacity,https://api.eia.gov//v2//seriesid//PET.MCRFPUS1.M,https://api.eia.gov//v2//seriesid//PET.MCRFPUS1.M?api_key=wxFRLAoaTMQ9Ra7NvakhNKSxxstutZsG28nuerWR,,,
Refugee_population_by_country_or_territory_of_asylum - 1 yr,[1][0].value,31449600,0,float,Refugee population by country or territory of asylum,,https://api.worldbank.org/v2/country/WLD/indicator/SM.POP.REFG?format=json,,,,"def postRequestHook(response): return None if response.text == '' else next((float(item['value']) for item in reversed(sorted(response.json()[1], key=lambda x: x['date'])) if item['value'] is not None and str(item['value']).replace('.','').replace('-','').isdigit()), None)"
Regular_Gas_Price - 1 week,observations[-1].value,604800,0,float,Regular Gas Price,PRICE,https://api.stlouisfed.org/fred/series/observations?series_id=GASREGW&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=GASREGW&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Renewable_electricity_output - 1 yr,[1][0].value,31449600,0,float,Renewable electricity output,electricity,https://api.worldbank.org/v2/country/WLD/indicator/EG.ELC.RNEW.ZS?format=json,,,,"def postRequestHook(response): return None if response.text == '' else next((float(item['value']) for item in reversed(sorted(response.json()[1], key=lambda x: x['date'])) if item['value'] is not None and str(item['value']).replace('.','').replace('-','').isdigit()), None)"
Renewable_electricity_output_excluding_hydroelectric - 1 yr,[1][0].value,31449600,0,float,Renewable electricity output excluding hydroelectric,electricity,https://api.worldbank.org/v2/country/WLD/indicator/EG.ELC.RNWX.KH?format=json,,,,"def postRequestHook(response): return None if response.text == '' else next((float(item['value']) for item in reversed(sorted(response.json()[1], key=lambda x: x['date'])) if item['value'] is not None and str(item['value']).replace('.','').replace('-','').isdigit()), None)"
Renewable_energy_consumption - 1 yr,[1][0].value,31449600,0,float,Renewable Energy Consumption,energy,https://api.worldbank.org/v2/country/WLD/indicator/EG.FEC.RNEW.ZS?format=json,,,,"def postRequestHook(response): return None if response.text == '' else next((float(item['value']) for item in reversed(sorted(response.json()[1], key=lambda x: x['date'])) if item['value'] is not None and str(item['value']).replace('.','').replace('-','').isdigit()), None)"
Repurchase_Agreements - 1 day( 5/week ),observations[-1].value,86400,0,float,Repurchase Agreements,repurchase,https://api.stlouisfed.org/fred/series/observations?series_id=RPONAGYD&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=RPONAGYD&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Research_and_development_expenditure - 1 yr,[1][0].value,31449600,0,float,Research and development expenditure,spend,https://api.worldbank.org/v2/country/WLD/indicator/GB.XPD.RSDV.GD.ZS?format=json,,,,"def postRequestHook(response): return None if response.text == '' else next((float(item['value']) for item in reversed(sorted(response.json()[1], key=lambda x: x['date'])) if item['value'] is not None and str(item['value']).replace('.','').replace('-','').isdigit()), None)"
Reserve_Balances_with_Fed - 1 week,observations[-1].value,604800,0,float,Reserve Balances with Fed,,https://api.stlouisfed.org/fred/series/observations?series_id=WRESBAL&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=WRESBAL&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Reserves_Of_Depository_Institutions - 1 month,observations[-1].value,2592000,0,float,Reserves Of Depository Institutions,reserves,https://api.stlouisfed.org/fred/series/observations?series_id=NONBORRES&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=NONBORRES&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Residential_Construction_Loans - 1 month,observations[-1].value,2592000,0,float,Residential Construction Loans,loan,https://api.stlouisfed.org/fred/series/observations?series_id=TLRESCONS&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=TLRESCONS&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Residual_Fuel_Import - 1 week,response.data[0].value,604800,0,float,Residual Fuel Import,fuel,https://api.eia.gov//v2//seriesid//PET.WREIMUS2.W,https://api.eia.gov//v2//seriesid//PET.WREIMUS2.W?api_key=wxFRLAoaTMQ9Ra7NvakhNKSxxstutZsG28nuerWR,,,
Residual_Fuel_Oil_Imports - 1 month,response.data[0].value,2592000,0,float,Residual Fuel Oil Imports,OIL,https://api.eia.gov//v2//seriesid//PET.MREIMUS1.M,https://api.eia.gov//v2//seriesid//PET.MREIMUS1.M?api_key=wxFRLAoaTMQ9Ra7NvakhNKSxxstutZsG28nuerWR,,,
Rest_of_the_World_Debt_Securities_Liability - 3 months,observations[-1].value,7776000,0,float,Rest of the World Debt Securities Liability,debt,https://api.stlouisfed.org/fred/series/observations?series_id=ROWFDNQ027S&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=ROWFDNQ027S&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Retail_Inventories - 1 month,observations[-1].value,2592000,0,float,Retail Inventories,,https://api.stlouisfed.org/fred/series/observations?series_id=RETAILIRSA&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=RETAILIRSA&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Retail_sales - 1 month,observations[-1].value,2592000,0,float,Retail sales,SALES,https://api.stlouisfed.org/fred/series/observations?series_id=RSXFS&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=RSXFS&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Retail_Sales_Clothing_Stores - 1 month,observations[-1].value,2592000,0,float,Retail Sales Clothing Stores,SALES,https://api.stlouisfed.org/fred/series/observations?series_id=RSCCAS&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=RSCCAS&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Retail_Sales_Ex_Motor_Vehicles - 1 month,observations[-1].value,2592000,0,float,Retail Sales Ex Motor Vehicles,SALES,https://api.stlouisfed.org/fred/series/observations?series_id=RSFSXMV&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=RSFSXMV&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Retail_Sales_Food_and_Beverage_Stores - 1 month,observations[-1].value,2592000,0,float,Retail Sales Food and Beverage Stores,SALES,https://api.stlouisfed.org/fred/series/observations?series_id=MRTSSM445USN&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=MRTSSM445USN&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Retail_Sales_Food_Services_and_Drinking_Places - 1 month,observations[-1].value,2592000,0,float,Retail Sales Food Services and Drinking Places,SALES,https://api.stlouisfed.org/fred/series/observations?series_id=MRTSSM44X72USS&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=MRTSSM44X72USS&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Retail_Sales_Food_Services_Places - 1 month,observations[-1].value,2592000,0,float,Retail Sales Food Services Places,SALES,https://api.stlouisfed.org/fred/series/observations?series_id=RSFSDP&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=RSFSDP&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Retail_Sales_Gasoline_Stations - 1 month,observations[-1].value,2592000,0,float,Retail Sales Gasoline Stations,SALES,https://api.stlouisfed.org/fred/series/observations?series_id=RSGASS&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=RSGASS&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Retail_Sales_Seasonally_Adjusted - 1 month,observations[-1].value,2592000,0,float,Retail Sales Seasonally Adjusted,SALES,https://api.stlouisfed.org/fred/series/observations?series_id=RETAILSMSA&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=RETAILSMSA&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Retail_Trade_Inventories - 1 month,observations[-1].value,2592000,0,float,Retail Trade Inventories,trade,https://api.stlouisfed.org/fred/series/observations?series_id=RETAILIMSA&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=RETAILIMSA&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Retail_Trade_Sales_Food_Services_and_Drinking_Places - 1 month,observations[-1].value,2592000,0,float,Retail Trade Sales Food Services and Drinking Places,SALES,https://api.stlouisfed.org/fred/series/observations?series_id=RSAFSNA&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=RSAFSNA&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Reverse_repurchase_agreements - 1 day( 5/week ),observations[-1].value,86400,0,float,Reverse repurchase agreements,repurchase,https://api.stlouisfed.org/fred/series/observations?series_id=RRPONTSYD&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=RRPONTSYD&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Revolving_Consumer_Credit_Owned_and_Securitized - 1 month,observations[-1].value,2592000,0,float,Revolving Consumer Credit Owned and Securitized,consumer,https://api.stlouisfed.org/fred/series/observations?series_id=REVOLSL&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=REVOLSL&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Rhode_Island_Average_Electricity_Price - 1 month,response.data[0].price,2592000,0,float,Rhode Island Average Electricity Price,"PRICE,electricity",https://api.eia.gov//v2//seriesid//ELEC.PRICE.RI-ALL.M,https://api.eia.gov//v2//seriesid//ELEC.PRICE.RI-ALL.M?api_key=wxFRLAoaTMQ9Ra7NvakhNKSxxstutZsG28nuerWR,,,
