stream,target,cadence,offset,datatype,description,tags,url,uri,headers,payload,hook
House_Price_Index - 1 month,observations[-1].value,2592000,0,float,House Price Index,PRICE,https://api.stlouisfed.org/fred/series/observations?series_id=HPIPONM226S&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=HPIPONM226S&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Household_and_Nonprofit_Organizations_Corporate_Equities_Asset - 3 months,observations[-1].value,7776000,0,float,Household and Nonprofit Organizations Corporate Equities Asset,house,https://api.stlouisfed.org/fred/series/observations?series_id=HNOREMQ027S&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=HNOREMQ027S&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Household_and_Nonprofit_Organizations_Home_Mortgages_Liability - 3 months,observations[-1].value,7776000,0,float,Household and Nonprofit Organizations Home Mortgages Liability,mortgage,https://api.stlouisfed.org/fred/series/observations?series_id=HHMSDODNS&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=HHMSDODNS&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Household_Credit_to_GDP_Ratio - 3 months,observations[-1].value,7776000,0,float,Household Credit to GDP Ratio,GDP,https://api.stlouisfed.org/fred/series/observations?series_id=CRDQUSAPABIS&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=CRDQUSAPABIS&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Household_Debt_Service_Payments - 3 months,observations[-1].value,7776000,0,float,Household Debt Service Payments,house,https://api.stlouisfed.org/fred/series/observations?series_id=TDSP&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=TDSP&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Household_final_consumption_expenditure - 1 yr,[1][0].value,31449600,0,float,Household final consumption expenditure,spend,https://api.worldbank.org/v2/country/WLD/indicator/NE.CON.PRVT.ZS?format=json,,,,"def postRequestHook(response): return None if response.text == '' else next((float(item['value']) for item in reversed(sorted(response.json()[1], key=lambda x: x['date'])) if item['value'] is not None and str(item['value']).replace('.','').replace('-','').isdigit()), None)"
Household_Net_Worth - 3 months,observations[-1].value,7776000,0,float,Household Net Worth,house,https://api.stlouisfed.org/fred/series/observations?series_id=TNWBSHNO&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=TNWBSHNO&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Households_and_Nonprofit_Organizations_Debt_Securities_Liability - 3 months,observations[-1].value,7776000,0,float,Households and Nonprofit Organizations Debt Securities Liability,house,https://api.stlouisfed.org/fred/series/observations?series_id=NCBDBIQ027S&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=NCBDBIQ027S&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Households_Debt_to_GDP_Ratio - 3 months,observations[-1].value,7776000,0,float,Households Debt to GDP Ratio,GDP,https://api.stlouisfed.org/fred/series/observations?series_id=HDTGPDUSQ163N&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=HDTGPDUSQ163N&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Housing_Inventory - 1 month,observations[-1].value,2592000,0,float,Housing Inventory,house,https://api.stlouisfed.org/fred/series/observations?series_id=HOSINVUSM495N&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=HOSINVUSM495N&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Housing_Market_Conditions_Index - 1 month,observations[-1].value,2592000,0,float,Housing Market Conditions Index,house,https://api.stlouisfed.org/fred/series/observations?series_id=SAHMCURRENT&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=SAHMCURRENT&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Housing_Permits_Midwest - 1 month,observations[-1].value,2592000,0,float,Housing Permits Midwest,house,https://api.stlouisfed.org/fred/series/observations?series_id=PERMITMW&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=PERMITMW&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Housing_Permits_Northeast - 1 month,observations[-1].value,2592000,0,float,Housing Permits Northeast,house,https://api.stlouisfed.org/fred/series/observations?series_id=PERMITNE&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=PERMITNE&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Housing_Permits_west - 1 month,observations[-1].value,2592000,0,float,Housing Permits west,house,https://api.stlouisfed.org/fred/series/observations?series_id=PERMITW&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=PERMITW&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Housing_Starts_1_Unit_Structures - 1 month,observations[-1].value,2592000,0,float,Housing Starts 1 Unit Structures,house,https://api.stlouisfed.org/fred/series/observations?series_id=HOUST1F&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=HOUST1F&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Housing_Starts_2-4_Units - 1 month,observations[-1].value,2592000,0,float,Housing Starts 2-4 Units,house,https://api.stlouisfed.org/fred/series/observations?series_id=HOUST2F&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=HOUST2F&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Housing_Starts_5_Unit_Structures_or_More - 1 month,observations[-1].value,2592000,0,float,Housing Starts 5 Unit Structures or More,house,https://api.stlouisfed.org/fred/series/observations?series_id=HOUST5F&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=HOUST5F&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Housing_Starts_Midwest - 1 month,observations[-1].value,2592000,0,float,Housing Starts Midwest,house,https://api.stlouisfed.org/fred/series/observations?series_id=HOUSTMW&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=HOUSTMW&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Housing_Starts_Northeast - 1 month,observations[-1].value,2592000,0,float,Housing Starts Northeast,house,https://api.stlouisfed.org/fred/series/observations?series_id=HOUSTNE&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=HOUSTNE&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Housing_Starts_South - 1 month,observations[-1].value,2592000,0,float,Housing Starts South,house,https://api.stlouisfed.org/fred/series/observations?series_id=HOUSTS&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=HOUSTS&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Housing_Starts_West - 1 month,observations[-1].value,2592000,0,float,Housing Starts West,house,https://api.stlouisfed.org/fred/series/observations?series_id=HOUSTW&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=HOUSTW&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Housing_vacancy_rate - 3 months,observations[-1].value,7776000,0,float,Housing vacancy rate,house,https://api.stlouisfed.org/fred/series/observations?series_id=RHORUSQ156N&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=RHORUSQ156N&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Hydroelectric_Generation - 1 month,response.data[0].generation,2592000,0,float,Hydroelectric Generation,electricity,https://api.eia.gov//v2//seriesid//ELEC.GEN.HYC-US-98.M,https://api.eia.gov//v2//seriesid//ELEC.GEN.HYC-US-98.M?api_key=wxFRLAoaTMQ9Ra7NvakhNKSxxstutZsG28nuerWR,,,
Hydroelectric_output - 1 yr,[1][0].value,31449600,0,float,Hydroelectric output,electricity,https://api.worldbank.org/v2/country/WLD/indicator/EG.ELC.HYRO.ZS?format=json,,,,"def postRequestHook(response): return None if response.text == '' else next((float(item['value']) for item in reversed(sorted(response.json()[1], key=lambda x: x['date'])) if item['value'] is not None and str(item['value']).replace('.','').replace('-','').isdigit()), None)"
Hydropower_Storage_Generation - 1 month,response.data[0].generation,2592000,0,float,Hydropower Storage Generation,electricity,https://api.eia.gov//v2//seriesid//ELEC.GEN.HPS-US-98.M,https://api.eia.gov//v2//seriesid//ELEC.GEN.HPS-US-98.M?api_key=wxFRLAoaTMQ9Ra7NvakhNKSxxstutZsG28nuerWR,,,
ICE_BofA_1_to_3_Year_US_Corporate_Index_Effective_Yield - 1 day( 5/week ),observations[-1].value,86400,0,float,ICE BofA 1 to 3 Year US Corporate Index Effective Yield,ICE BOFA,https://api.stlouisfed.org/fred/series/observations?series_id=BAMLC1A0C13YEY&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=BAMLC1A0C13YEY&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
ICE_BofA_15_plus_Year_US_Corporate_Index_Effective_Yield - 1 day( 5/week ),observations[-1].value,86400,0,float,ICE BofA 15 plus Year US Corporate Index Effective Yield,ICE BOFA,https://api.stlouisfed.org/fred/series/observations?series_id=BAMLC8A0C15PYEY&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=BAMLC8A0C15PYEY&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
ICE_BofA_3_to_5_Year_US_Corporate_Index_Effective_Yield - 1 day( 5/week ),observations[-1].value,86400,0,float,ICE BofA 3 to 5 Year US Corporate Index Effective Yield,ICE BOFA,https://api.stlouisfed.org/fred/series/observations?series_id=BAMLC2A0C35YEY&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=BAMLC2A0C35YEY&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
ICE_BofA_7_to_10_Year_US_Corporate_Index_Effective_Yield - 1 day( 5/week ),observations[-1].value,86400,0,float,ICE BofA 7 to 10 Year US Corporate Index Effective Yield,ICE BOFA,https://api.stlouisfed.org/fred/series/observations?series_id=BAMLC4A0C710YEY&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=BAMLC4A0C710YEY&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
ICE_BofA_A_US_Corporate_Index_Effective_Yield - 1 day( 5/week ),observations[-1].value,86400,0,float,ICE BofA A US Corporate Index Effective Yield,ICE BOFA,https://api.stlouisfed.org/fred/series/observations?series_id=BAMLC0A3CAEY&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=BAMLC0A3CAEY&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
ICE_BofA_A_US_Corporate_Index_Option_Adjusted_Spread - 1 day( 5/week ),observations[-1].value,86400,0,float,ICE BofA A US Corporate Index Option Adjusted Spread,ICE BOFA,https://api.stlouisfed.org/fred/series/observations?series_id=BAMLC0A3CA&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=BAMLC0A3CA&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
ICE_BofA_AA_US_Corporate_Index_Effective_Yield - 1 day( 5/week ),observations[-1].value,86400,0,float,ICE BofA AA US Corporate Index Effective Yield,ICE BOFA,https://api.stlouisfed.org/fred/series/observations?series_id=BAMLC0A2CAAEY&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=BAMLC0A2CAAEY&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
ICE_BofA_AA_US_Corporate_Index_Option_Adjusted_Spread - 1 day( 5/week ),observations[-1].value,86400,0,float,ICE BofA AA US Corporate Index Option Adjusted Spread,ICE BOFA,https://api.stlouisfed.org/fred/series/observations?series_id=BAMLC0A2CAA&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=BAMLC0A2CAA&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
ICE_BofA_AA_US_Corporate_Index_Semi_Annual_Yield_to_Worst - 1 day( 5/week ),observations[-1].value,86400,0,float,ICE BofA AA US Corporate Index Semi Annual Yield to Worst,ICE BOFA,https://api.stlouisfed.org/fred/series/observations?series_id=BAMLC0A2CAASYTW&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=BAMLC0A2CAASYTW&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
ICE_BofA_AAA_US_Corporate_Index_Option_Adjusted_Spread - 1 day( 5/week ),observations[-1].value,86400,0,float,ICE BofA AAA US Corporate Index Option Adjusted Spread,ICE BOFA,https://api.stlouisfed.org/fred/series/observations?series_id=BAMLC0A1CAAA&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=BAMLC0A1CAAA&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
