stream,target,cadence,offset,datatype,description,tags,url,uri,headers,payload,hook
Fitted_Instantaneous_Forward_Rate_4_Years_Hence - 1 day( 5/week ),observations[-1].value,86400,0,float,Fitted Instantaneous Forward Rate 4 Years Hence,rate,https://api.stlouisfed.org/fred/series/observations?series_id=THREEFF4&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=THREEFF4&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Fitted_Yield_on_a_7_Year_Zero_Coupon_Bond - 1 day( 5/week ),observations[-1].value,86400,0,float,Fitted Yield on a 7 Year Zero Coupon Bond,yield,https://api.stlouisfed.org/fred/series/observations?series_id=THREEFY7&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=THREEFY7&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
US_Short_Term_Interest_Rates_Daily_3_Month_Eurodollar_Deposit_Rate - 1 day( 5/week ),observations[-1].value,86400,0,float,US Short Term Interest Rates Daily 3 Month Eurodollar Deposit Rate,rate,https://api.stlouisfed.org/fred/series/observations?series_id=DED3&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=DED3&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
ICE_BofA_10_to_15_Year_US_Corporate_Index_Total_Return_Index_Value - 1 day( 5/week ),observations[-1].value,86400,0,float,ICE BofA 10 to 15 Year US Corporate Index Total Return Index Value,ICE BofA,https://api.stlouisfed.org/fred/series/observations?series_id=BAMLCC7A01015YTRIV&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=BAMLCC7A01015YTRIV&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Fitted_Yield_on_a_9_Year_Zero_Coupon_Bond - 1 day( 5/week ),observations[-1].value,86400,0,float,Fitted Yield on a 9 Year Zero Coupon Bond,yield,https://api.stlouisfed.org/fred/series/observations?series_id=THREEFY9&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=THREEFY9&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Physicians_and_Surgeons_Job_Postings_on_Indeed_in_the_United_States - 1 day,observations[-1].value,86400,0,float,Physicians and Surgeons Job Postings on Indeed in the United States,job,https://api.stlouisfed.org/fred/series/observations?series_id=IHLIDXUSTPPHSU&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=IHLIDXUSTPPHSU&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Job_Postings_on_Indeed_in_Seattle_Tacoma_Bellevue - 1 day,observations[-1].value,86400,0,float,Job Postings on Indeed in Seattle Tacoma Bellevue,job,https://api.stlouisfed.org/fred/series/observations?series_id=IHLIDX42660&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=IHLIDX42660&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
OECD_based_Recession_Indicators_for_Euro_Area_from_the_Peak_through_the_Trough - 1 day( 5/week ),observations[-1].value,86400,0,float,OECD based Recession Indicators for Euro Area from the Peak through the Trough,OECD,https://api.stlouisfed.org/fred/series/observations?series_id=EURORECDM&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=EURORECDM&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Fitted_Yield_on_a_6_Year_Zero_Coupon_Bond - 1 day( 5/week ),observations[-1].value,86400,0,float,Fitted Yield on a 6 Year Zero Coupon Bond,yield,https://api.stlouisfed.org/fred/series/observations?series_id=THREEFY6&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=THREEFY6&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
CBOE_Equity_VIX_on_IBM - 1 day( 5/week ),observations[-1].value,86400,0,float,CBOE Equity VIX on IBM,CBOE,https://api.stlouisfed.org/fred/series/observations?series_id=VXIBMCLS&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=VXIBMCLS&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
