stream,target,cadence,offset,datatype,description,tags,url,uri,headers,payload,hook
Consumer_Price_Index_Services - 1 month,observations[-1].value,2592000,0,float,Consumer Price Index Services,PRICE,https://api.stlouisfed.org/fred/series/observations?series_id=CUUR0000SAS&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=CUUR0000SAS&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,"def postRequestHook(response: 'requests.Response'): return float(response.json()[""observations""][-1][""value""]) if response.text != '' else None"
Consumer_Price_Index_Shelter - 1 month,observations[-1].value,2592000,0,float,Consumer Price Index Shelter,PRICE,https://api.stlouisfed.org/fred/series/observations?series_id=CUSR0000SAH1&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=CUSR0000SAH1&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,"def postRequestHook(response: 'requests.Response'): return float(response.json()[""observations""][-1][""value""]) if response.text != '' else None"
Consumer_Price_Index_Total_All_Items_for_the_Canada - 1 month,observations[-1].value,2592000,0,float,Consumer Price Index Total All Items for the Canada,PRICE,https://api.stlouisfed.org/fred/series/observations?series_id=CPALTT01CAM659N&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=CPALTT01CAM659N&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,"def postRequestHook(response: 'requests.Response'): return float(response.json()[""observations""][-1][""value""]) if response.text != '' else None"
Consumer_Price_Index_Total_All_Items_for_the_Japan - 1 month,observations[-1].value,2592000,0,float,Consumer Price Index Total All Items for the Japan,PRICE,https://api.stlouisfed.org/fred/series/observations?series_id=CPALTT01JPM659N&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=CPALTT01JPM659N&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,"def postRequestHook(response: 'requests.Response'): return float(response.json()[""observations""][-1][""value""]) if response.text != '' else None"
Consumer_Price_Index_Total_All_Items_for_the_United_Kingdom - 1 month,observations[-1].value,2592000,0,float,Consumer Price Index Total All Items for the United Kingdom,PRICE,https://api.stlouisfed.org/fred/series/observations?series_id=CPALTT01GBM659N&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=CPALTT01GBM659N&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,"def postRequestHook(response: 'requests.Response'): return float(response.json()[""observations""][-1][""value""]) if response.text != '' else None"
Consumer_Price_Index_Transportation - 1 month,observations[-1].value,2592000,0,float,Consumer Price Index Transportation,PRICE,https://api.stlouisfed.org/fred/series/observations?series_id=CUSR0000SETA&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=CUSR0000SETA&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,"def postRequestHook(response: 'requests.Response'): return float(response.json()[""observations""][-1][""value""]) if response.text != '' else None"
Consumer_Price_Index_Veterinarian_Services - 1 month,observations[-1].value,2592000,0,float,Consumer Price Index Veterinarian Services,PRICE,https://api.stlouisfed.org/fred/series/observations?series_id=CUSR0000SERF01&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=CUSR0000SERF01&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,"def postRequestHook(response: 'requests.Response'): return float(response.json()[""observations""][-1][""value""]) if response.text != '' else None"
Consumer_Price_Index_Video_Discs_and_Other_Media - 1 month,observations[-1].value,2592000,0,float,Consumer Price Index Video Discs and Other Media,PRICE,https://api.stlouisfed.org/fred/series/observations?series_id=CUSR0000SERE01&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=CUSR0000SERE01&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,"def postRequestHook(response: 'requests.Response'): return float(response.json()[""observations""][-1][""value""]) if response.text != '' else None"
Consumer_Price_Index_Water_and_Sewerage_Maintenance - 1 month,observations[-1].value,2592000,0,float,Consumer Price Index Water and Sewerage Maintenance,PRICE,https://api.stlouisfed.org/fred/series/observations?series_id=CUSR0000SEHE&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=CUSR0000SEHE&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,"def postRequestHook(response: 'requests.Response'): return float(response.json()[""observations""][-1][""value""]) if response.text != '' else None"
Continued_Claims - 1 week,observations[-1].value,604800,0,float,Continued Claims,claims,https://api.stlouisfed.org/fred/series/observations?series_id=ICNSA&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=ICNSA&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,"def postRequestHook(response: 'requests.Response'): return float(response.json()[""observations""][-1][""value""]) if response.text != '' else None"
