stream,target,cadence,offset,datatype,description,tags,url,uri,headers,payload,hook
Capacity_Utilization_Primary_Metal_Manufacturing - 1 month,observations[-1].value,2592000,0,float,Capacity Utilization Primary Metal Manufacturing,manufacture,https://api.stlouisfed.org/fred/series/observations?series_id=CAPUTLG331S&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=CAPUTLG331S&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Capacity_Utilization_Printing_and_Support_Activities - 1 month,observations[-1].value,2592000,0,float,Capacity Utilization Printing and Support Activities,capacity util,https://api.stlouisfed.org/fred/series/observations?series_id=CAPUTLG323S&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=CAPUTLG323S&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Capacity_Utilization_Synthetic_Rubber_Manufacturing - 1 month,observations[-1].value,2592000,0,float,Capacity Utilization Synthetic Rubber Manufacturing,manufacture,https://api.stlouisfed.org/fred/series/observations?series_id=CAPUTLG325212S&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=CAPUTLG325212S&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Capacity_Utilization_Textile_Mills - 1 month,observations[-1].value,2592000,0,float,Capacity Utilization Textile Mills,capacity util,https://api.stlouisfed.org/fred/series/observations?series_id=CAPUTLG313S&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=CAPUTLG313S&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Capacity_Utilization_Transportation_Equipment - 1 month,observations[-1].value,2592000,0,float,Capacity Utilization Transportation Equipment,capacity util,https://api.stlouisfed.org/fred/series/observations?series_id=CAPUTLG336S&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=CAPUTLG336S&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Capacity_Utilization_Wood_Product - 1 month,observations[-1].value,2592000,0,float,Capacity Utilization Wood Product,capacity util,https://api.stlouisfed.org/fred/series/observations?series_id=CAPUTLG321S&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=CAPUTLG321S&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Carbon_dioxide_damage - 1 yr,[1][0].value,31449600,0,float,Carbon dioxide damage,pollution,https://api.worldbank.org/v2/country/WLD/indicator/NY.ADJ.DCO2.GN.ZS?format=json,,,,"def postRequestHook(response): return None if response.text == '' else next((float(item['value']) for item in reversed(sorted(response.json()[1], key=lambda x: x['date'])) if item['value'] is not None and str(item['value']).replace('.','').replace('-','').isdigit()), None)"
Case_Shiller_Home_Price_Index - 1 month,observations[-1].value,2592000,0,float,Case Shiller Home Price Index,PRICE,https://api.stlouisfed.org/fred/series/observations?series_id=CSUSHPISA&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=CSUSHPISA&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
CBOE_Crude_Oil_ETF_Volatility_Index - 1 day( 5/week ),observations[-1].value,86400,0,float,CBOE Crude Oil ETF Volatility Index,OIL,https://api.stlouisfed.org/fred/series/observations?series_id=OVXCLS&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=OVXCLS&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
CBOE_DJIA_Volatility_Index - 1 day( 5/week ),observations[-1].value,86400,0,float,CBOE DJIA Volatility Index,CBOE,https://api.stlouisfed.org/fred/series/observations?series_id=VXDCLS&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=VXDCLS&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
CBOE_EuroCurrency_ETF_Volatility_Index - 1 day( 5/week ),observations[-1].value,86400,0,float,CBOE EuroCurrency ETF Volatility Index,CBOE,https://api.stlouisfed.org/fred/series/observations?series_id=EVZCLS&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=EVZCLS&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
CBOE_Gold_ETF_Volatility_Index - 1 day( 5/week ),observations[-1].value,86400,0,float,CBOE Gold ETF Volatility Index,CBOE,https://api.stlouisfed.org/fred/series/observations?series_id=GVZCLS&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=GVZCLS&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
CBOE_Russell_2000_ETF_Volatility_Index - 1 day( 5/week ),observations[-1].value,86400,0,float,CBOE Russell 2000 ETF Volatility Index,CBOE,https://api.stlouisfed.org/fred/series/observations?series_id=RVXCLS&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=RVXCLS&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
CBOE_S&P_500_3_Month_Volatility_Index - 1 day( 5/week ),observations[-1].value,86400,0,float,CBOE S&P 500 3 Month Volatility Index,CBOE,https://api.stlouisfed.org/fred/series/observations?series_id=VXVCLS&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=VXVCLS&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Cereal_yield - 1 yr,[1][0].value,31449600,0,float,Cereal yield,yield,https://api.worldbank.org/v2/country/WLD/indicator/AG.YLD.CREL.KG?format=json,,,,"def postRequestHook(response): return None if response.text == '' else next((float(item['value']) for item in reversed(sorted(response.json()[1], key=lambda x: x['date'])) if item['value'] is not None and str(item['value']).replace('.','').replace('-','').isdigit()), None)"
Charges_for_use_of_intellectual_property - 1 yr,[1][0].value,31449600,0,float,Charges for use of intellectual property,cost,https://api.worldbank.org/v2/country/WLD/indicator/BX.GSR.ROYL.CD?format=json,,,,"def postRequestHook(response): return None if response.text == '' else next((float(item['value']) for item in reversed(sorted(response.json()[1], key=lambda x: x['date'])) if item['value'] is not None and str(item['value']).replace('.','').replace('-','').isdigit()), None)"
Chicago_Board_of_Trade_Bitcoin_Futures_Settlement_Price - 1 day,observations[-1].value,86400,0,float,Chicago Board of Trade Bitcoin Futures Settlement Price,PRICE,https://api.stlouisfed.org/fred/series/observations?series_id=CBBTCUSD&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=CBBTCUSD&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Chicago_Fed_Diffusion_Index - 1 month,observations[-1].value,2592000,0,float,Chicago Fed Diffusion Index,fed,https://api.stlouisfed.org/fred/series/observations?series_id=CFNAIDIFF&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=CFNAIDIFF&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
